Sl.No,Molecule_Smiles,Combination_Code
9604,Nc1sc(cc1)C(O)(N)N,F4-F14-F6-F4
9605,NC(Nc1sccc1)(O)N,F4-F14-F6-F4
9606,OCCOc1sc(cc1)N,F5-F5-F14-F4
9607,OCC(c1sc(cc1)N)O,F5-F5-F14-F4
9608,OCOCc1sc(cc1)N,F5-F5-F14-F4
9609,COC(c1sc(cc1)N)O,F5-F5-F14-F4
9610,OC(c1ncc(nc1)N)Cl,F5-F11-F19-F4
9611,c1cncc(n1)C(Cl)(O)N,F5-F11-F19-F4
9612,NC(c1ncc(nc1)Cl)O,F11-F19-F5-F4
9613,N1CNC(NC1CC)CCO,F2-F3-F16-F2
9614,O=CC1NCNC(N1)CCO,F2-F3-F16-F9
9615,N1C(O)NC(NC1)CCCC,F2-F16-F3-F2
9616,O=CCCC1NC(O)NCN1,F2-F16-F3-F9
9617,OCC1NCNC(N1)CCC,F1-F2-F16-F5
9618,OCCCCC1NCNCN1,F1-F2-F16-F5
9619,OCC1NC(CCC)NCN1,F1-F2-F16-F5
9620,OCC(C1NCNCN1)CC,F1-F2-F16-F5
9621,OCCC1NCNC(N1)CC,F2-F16-F1-F5
9622,OCCCC1NC(C)NCN1,F2-F16-F1-F5
9623,O=C(N1COCC1)C(CC)O,F5-F9-F2-F8
9624,O=CC(CC)(N1COCC1)O,F5-F9-F2-F8
9625,O=CC(CCN1COCC1)O,F5-F9-F2-F8
9626,OC(N1COCC1)C(=O)CC,F5-F9-F2-F8
9627,O=CCCC(N1COCC1)O,F2-F9-F5-F8
9628,C1OCCCN1CCCCO,F2-F2-F7-F3
9629,C1CCC(C1)OCNCCO,F2-F3-F6-F17
9630,C1CCC(C1)C(NCCO)O,F2-F3-F6-F17
9631,OCN(C1CCCC1)CCO,F2-F3-F6-F17
9632,OC(CCO)NC1CCCC1,F2-F3-F6-F17
9633,C1CCC(C1)C(CCO)(O)N,F2-F3-F6-F17
9634,NC(CCO)OC1CCCC1,F2-F3-F6-F17
9635,C1CCC(C1)NCOCCO,F2-F3-F6-F17
9636,C1CCC(C1)C(OCCO)N,F2-F3-F6-F17
9637,OC(NCCC1CCCC1)O,F3-F6-F2-F17
9638,C1CCC(C1)CCC(O)(O)N,F3-F6-F2-F17
9639,OCNC(=O)C1CC(CC1)O,F9-F17-F6-F3
9640,NC(C(=O)C1CC(CC1)O)O,F9-F17-F6-F3
9641,OCCCCCN1COCC1,F2-F8-F2-F5
9642,OCNCCc1nncs1,F1-F1-F6-F15
9643,NC(CCc1nncs1)O,F1-F1-F6-F15
9644,OCC(=O)Nc1nncs1,F5-F9-F4-F15
9645,OCNC(=O)c1nncs1,F4-F5-F9-F15
9646,CC(C(=O)N1COCCC1)O,F5-F9-F1-F7
9647,O=CC(CC1NCNCN1)O,F5-F9-F1-F16
9648,CC(=O)C(N1COCCC1)O,F5-F9-F1-F7
9649,OCC(=O)CC1NCNCN1,F5-F9-F1-F16
9650,O=CCC(C1NCNCN1)O,F1-F5-F9-F16
9651,OCC(C1NCNCN1)C=O,F1-F5-F9-F16
9652,OCCC(=O)C1NCNCN1,F1-F5-F9-F16
9653,OCCC1NC(C=O)NCN1,F9-F16-F1-F5
9654,O=CCC1NC(CO)NCN1,F1-F16-F9-F5
9655,CC(C1NCNC(N1)CC)O,F5-F16-F1-F2
9656,C1NCNC(N1)C(CC)(O)C,F5-F16-F1-F2
9657,C1NC(C(CCC)O)NCN1,F5-F16-F1-F2
9658,CCC(C1NC(C)NCN1)O,F5-F16-F1-F2
9659,CCC(=O)C1NC(O)NCN1,F3-F16-F9-F2
9660,C1NC(CC(CC)O)NCN1,F1-F16-F5-F2
9661,NC(CCc1scnn1)O,F2-F15-F6
9662,OCCCCN1COCCC1,F1-F2-F7-F5
9663,C1NCNC(N1)CCCCO,F2-F2-F16-F3
9664,NC(OCC1CC(CC1)C)O,F5-F17-F6-F1
9665,NC(C(C1CC(CC1)C)O)O,F5-F17-F6-F1
9666,NCOC(C1CC(CC1)C)O,F5-F17-F6-F1
9667,OCNC1CCC(C1)C(O)C,F5-F17-F6-F1
9668,CC(C1CCC(C1)C(O)N)O,F5-F17-F6-F1
9669,NCOC1CCC(C1)C(O)C,F5-F17-F6-F1
9670,NC(COC1CC(CC1)C)O,F5-F17-F6-F1
9671,OCNc1ncc(nc1)Cl,F4-F19-F11-F5
9672,CC(CCN1COCCC1)O,F2-F7-F5-F1
9673,OC(CCC)N1COCCC1,F5-F7-F2-F1
9674,OCNCCC1CC(CC1)O,F2-F17-F6-F3
9675,NC(CCC1CC(CC1)O)O,F2-F17-F6-F3
9676,NCOCCC1CC(CC1)O,F2-F17-F6-F3
9677,OCNC1CC(CC1)CCO,F2-F17-F6-F3
9678,NC(C1CC(CC1)CCO)O,F2-F17-F6-F3
9679,NCOC1CC(CC1)CCO,F2-F17-F6-F3
9680,O=C(CCO)N1COCCC1,F7-F9-F2-F3
9681,C1NC(NCN1)C(CCC)O,F5-F16-F2-F1
9682,C1NCNC(N1)CCC(O)C,F2-F16-F5-F1
9683,C1NC(NCN1)C(=O)CCO,F9-F16-F2-F3
9684,OC(CCCC)N1COCC1,F2-F2-F5-F8
9685,CCC(CC)(N1COCC1)O,F2-F5-F2-F8
9686,CCC(CCN1COCC1)O,F2-F5-F2-F8
9687,OC(CCN)c1scnn1,F5-F15-F2-F4
9688,OC(Nc1nccnc1)Cl,F4-F19-F5-F11
9689,OC(Nc1ccc(cc1)F)F,F10-F12-F6-F12
9690,c1c(F)ccc(c1)C(F)(O)N,F10-F12-F6-F12
9691,CC(OCC1NCNCN1)O,F5-F16-F5-F1
9692,OCOC(C1NCNCN1)C,F5-F16-F5-F1
9693,OCOCC1NC(C)NCN1,F5-F16-F5-F1
9694,COCC(C1NCNCN1)O,F5-F16-F5-F1
9695,CC(C(C1NCNCN1)O)O,F5-F16-F5-F1
9696,OCC(C1NCNCN1)(O)C,F5-F16-F5-F1
9697,OCC(C1NC(C)NCN1)O,F5-F16-F5-F1
9698,OCC(C1NCNCN1)OC,F5-F16-F5-F1
9699,CCOC(C1NCNCN1)O,F5-F16-F5-F1
9700,COC(C1NCNCN1)(O)C,F5-F16-F5-F1
9701,COC(C1NC(C)NCN1)O,F5-F16-F5-F1
9702,COCC1NC(CO)NCN1,F5-F16-F5-F1
9703,OCC1NC(C(O)C)NCN1,F5-F16-F5-F1
9704,CCOC1NC(CO)NCN1,F5-F16-F5-F1
9705,COC1NC(C(O)C)NCN1,F5-F16-F5-F1
9706,CC(COC1NCNCN1)O,F5-F16-F5-F1
9707,OCC(OC1NCNCN1)C,F5-F16-F5-F1
9708,OCCOC1NC(C)NCN1,F5-F16-F5-F1
9709,CC(Nc1oc(cc1)Cl)O,F11-F20-F6-F1
9710,OCN(c1oc(cc1)Cl)C,F11-F20-F6-F1
9711,CNC(c1oc(cc1)Cl)O,F11-F20-F6-F1
9712,Clc1oc(cc1)C(O)(N)C,F11-F20-F6-F1
9713,CC(Nc1sc(cc1)F)O,F12-F14-F6-F1
9714,OCN(c1sc(cc1)F)C,F12-F14-F6-F1
9715,CNC(c1sc(cc1)F)O,F12-F14-F6-F1
9716,Fc1sc(cc1)C(O)(N)C,F12-F14-F6-F1
9717,CC(Nc1occc1)(Cl)O,F6-F11-F20-F1
9718,CN(c1occc1)C(Cl)O,F6-F11-F20-F1
9719,OC(Nc1oc(cc1)C)Cl,F6-F11-F20-F1
9720,Cc1oc(cc1)C(Cl)(O)N,F6-F11-F20-F1
9721,CNC(c1occc1)(Cl)O,F6-F11-F20-F1
9722,CC(Nc1sccc1)(F)O,F6-F14-F12-F1
9723,CN(c1sccc1)C(F)O,F6-F14-F12-F1
9724,OC(Nc1sc(cc1)C)F,F6-F14-F12-F1
9725,Cc1sc(cc1)C(F)(O)N,F6-F14-F12-F1
9726,CNC(c1sccc1)(F)O,F6-F14-F12-F1
9727,CCC(NC1CCCC1)(F)O,F6-F12-F17-F2
9728,OC(N(C1CCCC1)CC)F,F6-F12-F17-F2
9729,OC(NC1CC(CC1)CC)F,F6-F12-F17-F2
9730,O=CC(NC1CCCC1)(F)O,F6-F12-F17-F9
9731,O=CN(C1CCCC1)C(F)O,F6-F12-F17-F9
9732,O=CC1CC(CC1)NC(F)O,F6-F12-F17-F9
9733,CCC1CCC(C1)C(F)(O)N,F6-F12-F17-F2
9734,CCNC(C1CCCC1)(F)O,F6-F12-F17-F2
9735,O=CC1CC(CC1)C(F)(O)N,F6-F12-F17-F9
9736,O=CNC(C1CCCC1)(F)O,F6-F12-F17-F9
9737,CCC(NC1CC(CC1)F)O,F12-F17-F6-F2
9738,OCN(C1CC(CC1)F)CC,F12-F17-F6-F2
9739,O=CC(NC1CC(CC1)F)O,F12-F17-F6-F9
9740,OCN(C1CC(CC1)F)C=O,F12-F17-F6-F9
9741,CCNC(C1CC(CC1)F)O,F12-F17-F6-F2
9742,CCC(C1CC(CC1)F)(O)N,F12-F17-F6-F2
9743,O=CNC(C1CC(CC1)F)O,F12-F17-F6-F9
9744,O=CC(C1CC(CC1)F)(O)N,F12-F17-F6-F9
9745,OC(N1COCCC1)OCC,F5-F7-F3-F2
9746,CCC(N1COCCC1)(O)O,F5-F7-F3-F2
9747,O=CC(N1COCCC1)(O)O,F5-F7-F3-F9
9748,OCOCCN1COCCC1,F1-F7-F5-F5
9749,OCC(CN1COCCC1)O,F1-F7-F5-F5
9750,COC(CN1COCCC1)O,F1-F7-F5-F5
9751,OCC(N1COCCC1)CO,F1-F7-F5-F5
9752,OCC(N1COCCC1)OC,F1-F7-F5-F5
9753,OCCOCN1COCCC1,F1-F7-F5-F5
9754,OCOC(NC1CCCC1)O,F3-F6-F17-F5
9755,OCC(NC1CCCC1)(O)O,F3-F6-F17-F5
9756,COC(NC1CCCC1)(O)O,F3-F6-F17-F5
9757,OCN(C1CCCC1)C(O)O,F3-F6-F17-F5
9758,OCC1CC(CC1)NC(O)O,F3-F6-F17-F5
9759,COC1CC(CC1)NC(O)O,F3-F6-F17-F5
9760,OCC1CC(CC1)C(O)(O)N,F3-F6-F17-F5
9761,COC1CC(CC1)C(O)(O)N,F3-F6-F17-F5
9762,OCOC(C1CCCC1)(O)N,F3-F6-F17-F5
9763,OCNC(C1CCCC1)(O)O,F3-F6-F17-F5
9764,OCNC(OC1CCCC1)O,F3-F6-F17-F5
9765,OCC(OC1CCCC1)(O)N,F3-F6-F17-F5
9766,COC(OC1CCCC1)(O)N,F3-F6-F17-F5
9767,OCC1CC(CC1)OC(O)N,F3-F6-F17-F5
9768,COC1CC(CC1)OC(O)N,F3-F6-F17-F5
9769,OCOC(OC1CCCC1)N,F3-F6-F17-F5
9770,OCOCNC1CC(CC1)O,F3-F17-F6-F5
9771,OCC(NC1CC(CC1)O)O,F3-F17-F6-F5
9772,COC(NC1CC(CC1)O)O,F3-F17-F6-F5
9773,OCN(C1CC(CC1)O)CO,F3-F17-F6-F5
9774,OCNC1CC(CC1)OCO,F3-F17-F6-F5
9775,OCNC(C1CC(CC1)O)O,F3-F17-F6-F5
9776,OCC(C1CC(CC1)O)(O)N,F3-F17-F6-F5
9777,COC(C1CC(CC1)O)(O)N,F3-F17-F6-F5
9778,OCOC1CCC(C1)C(O)N,F3-F17-F6-F5
9779,OCOC(C1CC(CC1)O)N,F3-F17-F6-F5
9780,OCNCOC1CC(CC1)O,F3-F17-F6-F5
9781,OCC(OC1CC(CC1)O)N,F3-F17-F6-F5
9782,COC(OC1CC(CC1)O)N,F3-F17-F6-F5
9783,NCOC1CC(CC1)OCO,F3-F17-F6-F5
9784,OCCC(N1COCCC1)O,F5-F7-F1-F5
9785,COCC(N1COCCC1)O,F5-F7-F1-F5
9786,OCC(N1COCCC1)(O)C,F5-F7-F1-F5
9787,COC(N1COCCC1)(O)C,F5-F7-F1-F5
9788,OCOC(N1COCCC1)C,F5-F7-F1-F5
9789,O=CCOC(N1COCC1)O,F5-F9-F5-F8
9790,OCOC(N1COCC1)C=O,F5-F9-F5-F8
9791,OCOCC(=O)N1COCC1,F5-F9-F5-F8
9792,OCC(N1COCC1)(C=O)O,F5-F9-F5-F8
9793,OCC(C(=O)N1COCC1)O,F5-F9-F5-F8
9794,O=CC(C(N1COCC1)O)O,F5-F9-F5-F8
9795,O=CC(OCN1COCC1)O,F5-F9-F5-F8
9796,COC(N1COCC1)(C=O)O,F5-F9-F5-F8
9797,COC(C(=O)N1COCC1)O,F5-F9-F5-F8
9798,OCC(=O)C(N1COCC1)O,F5-F9-F5-F8
9799,O=CNC(N1COCC1)(O)N,F4-F6-F9-F8
9800,NC(NC(=O)N1COCC1)O,F4-F6-F9-F8
9801,O=C(C(O)(N)N)N1COCC1,F4-F6-F9-F8
9802,NC(=O)NC(N1COCC1)O,F4-F9-F6-F8
9803,NC(=O)C(N1COCC1)(O)N,F4-F9-F6-F8
9804,OC(NCOC1CCCC1)O,F3-F6-F5-F17
9805,OC(NC(C1CCCC1)O)O,F3-F6-F5-F17
9806,C1CCC(C1)OCC(O)(O)N,F3-F6-F5-F17
9807,C1CCC(C1)C(C(O)(O)N)O,F3-F6-F5-F17
9808,C1CCC(C1)COC(O)(O)N,F3-F6-F5-F17
9809,NC(OCOC1CCCC1)O,F3-F6-F5-F17
9810,NC(OC(C1CCCC1)O)O,F3-F6-F5-F17
9811,OC(NC(=O)C1CCCC1)F,F6-F12-F9-F17
9812,C1CCC(C1)C(=O)C(F)(O)N,F6-F12-F9-F17
9813,OC(C(O)N)OC1CCCC1,F3-F5-F6-F17
9814,NC(C(C1CCCC1)(O)O)O,F3-F5-F6-F17
9815,OC(C(C1CCCC1)(O)N)O,F3-F5-F6-F17
9816,NC(C(O)O)OC1CCCC1,F3-F5-F6-F17
9817,OC(C(O)O)NC1CCCC1,F3-F5-F6-F17
9818,OC(OCNC1CCCC1)O,F3-F5-F6-F17
9819,OC(OC(C1CCCC1)N)O,F3-F5-F6-F17
9820,NCOC(C1CCCC1)(O)O,F3-F5-F6-F17
9821,NCOC(OC1CCCC1)O,F3-F5-F6-F17
9822,FC(=O)NC(C1CCCC1)O,F9-F12-F6-F17
9823,OCN(C1CCCC1)C(=O)F,F9-F12-F6-F17
9824,OC(C(=O)F)NC1CCCC1,F9-F12-F6-F17
9825,FC(=O)C(C1CCCC1)(O)N,F9-F12-F6-F17
9826,OC(c1occc1)NCCl,F1-F11-F6-F20
9827,OCN(c1occc1)CCl,F1-F11-F6-F20
9828,OCNC(c1occc1)Cl,F1-F11-F6-F20
9829,OC(Nc1occc1)CCl,F1-F11-F6-F20
9830,NC(c1occc1)(CCl)O,F1-F11-F6-F20
9831,NC(C(c1occc1)Cl)O,F1-F11-F6-F20
9832,OC(OCF)Nc1occc1,F5-F12-F6-F20
9833,NC(c1occc1)(OCF)O,F5-F12-F6-F20
9834,NC(OC(c1occc1)F)O,F5-F12-F6-F20
9835,OC(NCOc1occc1)F,F5-F12-F6-F20
9836,OC(c1occc1)NC(F)O,F5-F12-F6-F20
9837,OCN(c1occc1)C(F)O,F5-F12-F6-F20
9838,OC(c1occc1)(NCO)F,F5-F12-F6-F20
9839,OCNC(Oc1occc1)F,F5-F12-F6-F20
9840,NC(C(Oc1occc1)F)O,F5-F12-F6-F20
9841,NC(C(c1occc1)(F)O)O,F5-F12-F6-F20
9842,NC(c1occc1)(C(F)O)O,F5-F12-F6-F20
9843,NC(C(F)O)Oc1occc1,F5-F12-F6-F20
9844,OC(C(F)O)Nc1occc1,F5-F12-F6-F20
9845,OC(OCNc1occc1)F,F5-F12-F6-F20
9846,NC(c1occc1)OC(F)O,F5-F12-F6-F20
9847,NCOC(c1occc1)(F)O,F5-F12-F6-F20
9848,OC(NCc1occc1)Cl,F6-F11-F1-F20
9849,NC(Cc1occc1)(Cl)O,F6-F11-F1-F20
9850,NC(COc1occc1)(F)O,F6-F12-F5-F20
9851,NC(C(c1occc1)O)(F)O,F6-F12-F5-F20
9852,NC(Oc1occc1)(CO)F,F6-F12-F5-F20
9853,OC(Nc1occc1)(CO)F,F6-F12-F5-F20
9854,NC(OCc1occc1)(F)O,F6-F12-F5-F20
9855,COC(Nc1occc1)(F)O,F6-F12-F5-F20
9856,OCOC(Nc1occc1)F,F6-F12-F5-F20
9857,NC(c1occc1)(OCO)F,F6-F12-F5-F20
9858,NC(OC(c1occc1)O)F,F6-F12-F5-F20
9859,NC(OCc1nncs1)O,F5-F15-F5-F4
9860,NC(c1nncs1)OCO,F5-F15-F5-F4
9861,Nc1nnc(s1)COCO,F5-F15-F5-F4
9862,NC(c1nncs1)(CO)O,F5-F15-F5-F4
9863,Nc1nnc(s1)C(CO)O,F5-F15-F5-F4
9864,NC(C(c1nncs1)O)O,F5-F15-F5-F4
9865,NCOC(c1nncs1)O,F5-F15-F5-F4
9866,COC(c1nncs1)(O)N,F5-F15-F5-F4
9867,COC(c1nnc(s1)N)O,F5-F15-F5-F4
9868,OCc1nnc(s1)C(O)N,F5-F15-F5-F4
9869,COc1nnc(s1)C(O)N,F5-F15-F5-F4
9870,NCOc1nnc(s1)CO,F5-F15-F5-F4
9871,NC(COc1nncs1)O,F5-F15-F5-F4
9872,NC(Oc1nncs1)CO,F5-F15-F5-F4
9873,Nc1nnc(s1)OCCO,F5-F15-F5-F4
9874,COC(Nc1nncs1)O,F6-F15-F3-F1
9875,CC(Nc1scnn1)(O)O,F6-F15-F3-F1
9876,OC(N(c1scnn1)C)O,F6-F15-F3-F1
9877,OC(Nc1nnc(s1)C)O,F6-F15-F3-F1
9878,CC(Nc1nnc(s1)O)O,F6-F15-F3-F1
9879,OCN(c1nnc(s1)O)C,F6-F15-F3-F1
9880,COc1nnc(s1)NCO,F6-F15-F3-F1
9881,CNC(c1scnn1)(O)O,F6-F15-F3-F1
9882,NC(c1nnc(s1)C)(O)O,F6-F15-F3-F1
9883,Oc1nnc(s1)C(O)(N)C,F6-F15-F3-F1
9884,CNC(c1nnc(s1)O)O,F6-F15-F3-F1
9885,CNC(Oc1nncs1)O,F6-F15-F3-F1
9886,CC(Oc1nncs1)(O)N,F6-F15-F3-F1
9887,Cc1nnc(s1)OC(O)N,F6-F15-F3-F1
9888,OCOCNc1nncs1,F6-F15-F1-F3
9889,OC(Nc1nncs1)CO,F6-F15-F1-F3
9890,OCN(c1scnn1)CO,F6-F15-F1-F3
9891,OCNc1nnc(s1)CO,F6-F15-F1-F3
9892,OC(c1nncs1)NCO,F6-F15-F1-F3
9893,OCNCOc1nncs1,F6-F15-F1-F3
9894,OC(NCc1scnn1)O,F1-F15-F6-F3
9895,OCNCc1nnc(s1)O,F1-F15-F6-F3
9896,NC(Cc1scnn1)(O)O,F1-F15-F6-F3
9897,NC(Cc1nnc(s1)O)O,F1-F15-F6-F3
9898,O=CC(C1NCNCN1)(O)O,F5-F16-F9-F3
9899,O=CC(C1NC(O)NCN1)O,F5-F16-F9-F3
9900,O=CC1NC(C(O)O)NCN1,F5-F16-F9-F3
9901,O=CC(OC1NCNCN1)O,F5-F16-F9-F3
9902,O=CCOC1NC(O)NCN1,F5-F16-F9-F3
9903,OCOC1NC(C=O)NCN1,F5-F16-F9-F3
9904,OC(C(=O)C1NCNCN1)O,F9-F16-F5-F3
9905,OCC(=O)C1NC(O)NCN1,F9-F16-F5-F3
9906,OC(Nc1nccnc1)(F)F,F6-F12-F12-F19
9907,c1cccc(n1)C(Cl)(F)O,F5-F12-F11-F18
9908,c1cncc(c1)C(Cl)(F)O,F5-F12-F11-F18
9909,OCNc1sc(cc1)CF,F1-F14-F6-F12
9910,FCc1sc(cc1)C(O)N,F1-F14-F6-F12
9911,OC(NCc1sccc1)F,F1-F14-F6-F12
9912,OCNC(c1sccc1)F,F1-F14-F6-F12
9913,OCNCc1sc(cc1)F,F1-F14-F6-F12
9914,NC(Cc1sccc1)(F)O,F1-F14-F6-F12
9915,NC(C(c1sccc1)F)O,F1-F14-F6-F12
9916,NC(Cc1sc(cc1)F)O,F1-F14-F6-F12
9917,NC(OCc1oc(cc1)F)O,F5-F20-F6-F12
9918,OCNC(c1oc(cc1)F)O,F5-F20-F6-F12
9919,NC(C(c1oc(cc1)F)O)O,F5-F20-F6-F12
9920,NCOC(c1oc(cc1)F)O,F5-F20-F6-F12
9921,OCc1oc(cc1)NC(F)O,F5-F20-F6-F12
9922,OCNc1oc(cc1)C(F)O,F5-F20-F6-F12
9923,NC(c1oc(cc1)C(F)O)O,F5-F20-F6-F12
9924,OCc1oc(cc1)C(F)(O)N,F5-F20-F6-F12
9925,OCc1oc(cc1)OC(F)N,F5-F20-F6-F12
9926,NCOc1oc(cc1)C(F)O,F5-F20-F6-F12
9927,OCNCOc1oc(cc1)F,F5-F20-F6-F12
9928,NC(COc1oc(cc1)F)O,F5-F20-F6-F12
9929,COc1oc(cc1)NC(F)O,F5-F20-F6-F12
9930,OCNc1oc(cc1)OCF,F5-F20-F6-F12
9931,FCOc1oc(cc1)C(O)N,F5-F20-F6-F12
9932,COc1oc(cc1)C(F)(O)N,F5-F20-F6-F12
9933,OC(Nc1ncc(nc1)F)F,F12-F19-F6-F12
9934,c1nc(cnc1F)C(F)(O)N,F12-F19-F6-F12
9935,OC(Nc1sccc1)CF,F6-F14-F1-F12
9936,OCN(c1sccc1)CF,F6-F14-F1-F12
9937,OC(c1sccc1)NCF,F6-F14-F1-F12
9938,NC(c1sccc1)(CF)O,F6-F14-F1-F12
9939,OCOCNc1oc(cc1)F,F6-F20-F5-F12
9940,OCC(Nc1oc(cc1)F)O,F6-F20-F5-F12
9941,COC(Nc1oc(cc1)F)O,F6-F20-F5-F12
9942,OCN(c1oc(cc1)F)CO,F6-F20-F5-F12
9943,OCC(c1oc(cc1)F)(O)N,F6-F20-F5-F12
9944,COC(c1oc(cc1)F)(O)N,F6-F20-F5-F12
9945,OCOC(c1oc(cc1)F)N,F6-F20-F5-F12
9946,OCC(Oc1oc(cc1)F)N,F6-F20-F5-F12
9947,OC(c1cnc(cc1)F)Cl,F12-F18-F5-F11
9948,OC(c1ncc(cc1)F)Cl,F12-F18-F5-F11
9949,OC(c1ncc(cc1)Cl)F,F5-F12-F18-F11
9950,OC(c1cnc(cc1)Cl)F,F5-F12-F18-F11
9951,OC(Nc1sc(cc1)O)O,F3-F14-F6-F3
9952,Oc1sc(cc1)C(O)(O)N,F3-F14-F6-F3
9953,NC(Oc1sc(cc1)O)O,F3-F14-F6-F3
9954,NC(Oc1sccc1)(O)O,F3-F14-F6-F3
9955,OC(Nc1sccc1)(O)O,F6-F14-F3-F3
9956,OCC1NCNC(N1)CCO,F2-F3-F16-F5
9957,COC1NCNC(N1)CCO,F2-F3-F16-F5
9958,OCOCCC1NCNCN1,F2-F3-F16-F5
9959,OCC1NC(OCC)NCN1,F2-F3-F16-F5
9960,OCCCOC1NCNCN1,F2-F3-F16-F5
9961,OCOC1NCNC(N1)CC,F2-F16-F3-F5
9962,OCCCC1NC(O)NCN1,F2-F16-F3-F5
9963,COCCC1NC(O)NCN1,F2-F16-F3-F5
9964,OC(N1COCC1)NCCN,F2-F4-F6-F8
9965,C1OCCN1C(CCN)(O)N,F2-F4-F6-F8
9966,CCNC(N1COCC1)(O)N,F2-F4-F6-F8
9967,NC(NCCN1COCC1)O,F2-F4-F6-F8
9968,C1OCCN1CCC(O)(N)N,F4-F6-F2-F8
9969,OC(N1COCC1)COCC,F5-F5-F2-F8
9970,OCC(N1COCC1)OCC,F5-F5-F2-F8
9971,OCCOCCN1COCC1,F5-F5-F2-F8
9972,OC(N1COCC1)C(CC)O,F5-F5-F2-F8
9973,OCC(CC)(N1COCC1)O,F5-F5-F2-F8
9974,OCC(CCN1COCC1)O,F5-F5-F2-F8
9975,OC(N1COCC1)OCCC,F5-F5-F2-F8
9976,OCOC(CC)N1COCC1,F5-F5-F2-F8
9977,OCOCCCN1COCC1,F5-F5-F2-F8
9978,CCC(OCN1COCC1)O,F5-F5-F2-F8
9979,COC(CC)(N1COCC1)O,F5-F5-F2-F8
9980,COC(CCN1COCC1)O,F5-F5-F2-F8
9981,OCCCC(N1COCC1)O,F2-F5-F5-F8
9982,COCCC(N1COCC1)O,F2-F5-F5-F8
9983,OCCCOCN1COCC1,F2-F5-F5-F8
9984,OCNC1CCC(C1)C(=O)F,F6-F17-F9-F12
9985,NC(C1CC(CC1)C(=O)F)O,F6-F17-F9-F12
9986,OCNC(=O)C1CC(CC1)F,F9-F17-F6-F12
9987,NC(C(=O)C1CC(CC1)F)O,F9-F17-F6-F12
9988,OCNC(N1COCCC1)N,F1-F4-F6-F7
9989,NCNC(N1COCCC1)O,F1-F4-F6-F7
9990,NC(C(N1COCCC1)N)O,F1-F4-F6-F7
9991,NCC(N1COCCC1)(O)N,F1-F4-F6-F7
9992,NC(NCN1COCCC1)O,F1-F4-F6-F7
9993,CNC(N1COCCC1)(O)N,F1-F4-F6-F7
9994,OC(C(=O)N1COCCC1)O,F5-F9-F3-F7
9995,NC(CN1COCCC1)(O)N,F4-F6-F1-F7
9996,OCCOCC1NCNCN1,F5-F5-F1-F16
9997,CC(C(N1COCCC1)O)O,F5-F5-F1-F7
9998,OCC(CC1NCNCN1)O,F5-F5-F1-F16
9999,CCOC(N1COCCC1)O,F5-F5-F1-F7
10000,CC(OCN1COCCC1)O,F5-F5-F1-F7
10001,COC(CC1NCNCN1)O,F5-F5-F1-F16
10002,OCCC(C1NCNCN1)O,F1-F5-F5-F16
10003,OCC(C1NCNCN1)CO,F1-F5-F5-F16
10004,OCCC1NC(CO)NCN1,F5-F16-F1-F5
10005,OCCC1NC(OC)NCN1,F5-F16-F1-F5
10006,OC(C1NCNC(N1)CC)O,F5-F16-F3-F2
10007,C1NCNC(N1)C(CC)(O)O,F5-F16-F3-F2
10008,C1NC(C(OCC)O)NCN1,F5-F16-F3-F2
10009,CCOCC1NC(O)NCN1,F5-F16-F3-F2
10010,CCC(C1NC(O)NCN1)O,F5-F16-F3-F2
10011,C1NC(OC(CC)O)NCN1,F5-F16-F3-F2
10012,CCCOC1NC(O)NCN1,F5-F16-F3-F2
10013,NC(OCC1CC(CC1)O)O,F5-F17-F6-F3
10014,NC(C(C1CC(CC1)O)O)O,F5-F17-F6-F3
10015,NCOC(C1CC(CC1)O)O,F5-F17-F6-F3
10016,OCNC1CCC(C1)C(O)O,F5-F17-F6-F3
10017,NC(C1CCC(C1)C(O)O)O,F5-F17-F6-F3
10018,NCOC1CCC(C1)C(O)O,F5-F17-F6-F3
10019,NC(COC1CC(CC1)O)O,F5-F17-F6-F3
10020,NCOCOC1CC(CC1)O,F5-F17-F6-F3
10021,OCNc1oc(cc1)CCl,F1-F20-F6-F11
10022,ClCc1oc(cc1)C(O)N,F1-F20-F6-F11
10023,OCNCc1oc(cc1)Cl,F1-F20-F6-F11
10024,NC(Cc1oc(cc1)Cl)O,F1-F20-F6-F11
10025,OC(CCN1COCCC1)O,F2-F7-F5-F3
10026,C1OCCCN1COCCO,F5-F7-F2-F3
10027,OC(CCO)N1COCCC1,F5-F7-F2-F3
10028,OC(NCCC1CCCC1)F,F2-F17-F6-F12
10029,OCNCCC1CC(CC1)F,F2-F17-F6-F12
10030,C1CCC(C1)CCC(F)(O)N,F2-F17-F6-F12
10031,NC(CCC1CC(CC1)F)O,F2-F17-F6-F12
10032,OCNC1CC(CC1)CCF,F2-F17-F6-F12
10033,NC(C1CC(CC1)CCF)O,F2-F17-F6-F12
10034,C1CCC(C1)C(NCCF)O,F2-F6-F17-F12
10035,OCN(C1CCCC1)CCF,F2-F6-F17-F12
10036,OC(CCF)NC1CCCC1,F2-F6-F17-F12
10037,C1CCC(C1)C(CCF)(O)N,F2-F6-F17-F12
10038,C1NC(COCCO)NCN1,F5-F16-F2-F3
10039,C1NC(NCN1)C(CCO)O,F5-F16-F2-F3
